Device,timestamp,ax,ay,az,gx,gy,gz,activity
B, 836455, -0.078979, 0.778564, -0.632080, -26.245125, -0.976563, -6.286623,falling
A, 1222910, 0.222656, 1.030151, 0.433960, -24.230965, 3.356935, 7.202150,falling
B, 836475, -0.040649, 0.775024, -0.645630, -14.343266, -4.211426, -1.770020,falling
A, 1222930, 0.210815, 1.104858, 0.360352, -4.455566, 0.183106, 5.249023,falling
B, 836495, -0.052856, 0.734253, -0.671509, 12.695316, 1.098633, 2.868653,falling
A, 1222950, 0.174438, 1.158569, 0.243774, 23.193367, -5.859377, 1.586915,falling
B, 836515, -0.011841, 0.628296, -0.658447, 17.944336, 3.295899, 5.493164,falling
A, 1222970, 0.180664, 1.135620, 0.259644, 16.784668, -4.028320, -1.586915,falling
B, 836535, -0.027588, 0.647827, -0.659424, 9.948730, 1.464844, 1.281738,falling
A, 1222990, 0.168457, 1.059082, 0.227539, -0.915528, -0.183106, -3.417970,falling
B, 836555, -0.033691, 0.697144, -0.698608, -2.624512, -1.831055, -2.746582,falling
A, 1223010, 0.128540, 0.922852, 0.278320, -13.610844, 2.258301, -2.807618,falling
B, 836575, -0.049194, 0.766479, -0.727295, -8.544922, -1.892090, -3.173829,falling
A, 1223030, 0.120239, 0.875244, 0.260254, -13.732914, 2.319336, -1.281738,falling
B, 836595, -0.059448, 0.782104, -0.703125, -6.835939, -1.525879, -2.502441,falling
A, 1223050, 0.115479, 0.842896, 0.283203, -3.845216, -0.610352, 0.488281,falling
B, 836615, -0.056274, 0.757813, -0.676636, -0.122070, -0.671387, -0.244141,falling
A, 1223070, 0.130371, 0.902832, 0.299927, 1.220703, -1.647950, 2.197266,falling
B, 836635, -0.047485, 0.736938, -0.673340, 2.990724, 0.061035, 0.488281,falling
A, 1223090, 0.157227, 1.021484, 0.293335, 4.882813, -2.441406, 1.953125,falling
B, 836655, -0.041382, 0.714355, -0.681152, 2.380371, 0.000000, 0.793457,falling
A, 1223110, 0.168335, 1.080933, 0.286255, 3.601075, -1.770020, 0.122070,falling
B, 836675, -0.040039, 0.710938, -0.681152, -0.732422, -0.549316, -0.427246,falling
A, 1223130, 0.156372, 1.025269, 0.273560, -1.159668, -0.549316, -1.647950,falling
B, 836695, -0.044678, 0.729126, -0.680786, -2.502441, -1.037598, -1.098633,falling
A, 1223150, 0.131958, 0.911011, 0.273315, -3.967286, -0.122070, -0.671387,falling
B, 836715, -0.053955, 0.753174, -0.682251, -0.854492, -0.854492, -0.732422,falling
A, 1223170, 0.132935, 0.916748, 0.282104, -0.183106, -1.220703, 0.549316,falling
A, 1223190, 0.145020, 0.973267, 0.283936, 1.525879, -1.647950, 0.854492,falling
A, 1223210, 0.152466, 1.007080, 0.290527, 0.000000, -1.220703, 0.244141,falling
A, 1223230, 0.150879, 0.998413, 0.283203, -1.647950, -0.671387, -0.488281,falling
A, 1223250, 0.143311, 0.957642, 0.283813, -1.037598, -0.793457, -0.610352,falling
A, 1223270, 0.138428, 0.943848, 0.277466, 0.427246, -1.220703, -0.183106,falling
A, 1223290, 0.141479, 0.959839, 0.281128, -0.183106, -1.220703, 0.244141,falling
B, 836735, -0.050171, 0.750244, -0.686157, 1.098633, -0.427246, -0.061035,falling
B, 836755, -0.043091, 0.720703, -0.685181, -0.061035, -0.488281, -0.183106,falling
B, 836775, -0.044800, 0.726807, -0.678467, -1.464844, -0.854492, -0.732422,falling
B, 836795, -0.048706, 0.740356, -0.676758, -0.488281, -0.671387, -0.488281,falling
B, 836815, -0.050049, 0.742920, -0.682861, 0.976563, -0.427246, 0.061035,falling
B, 836835, -0.044678, 0.729980, -0.686646, 0.610352, -0.427246, -0.061035,falling
B, 836855, -0.044800, 0.729126, -0.685547, -0.976563, -0.732422, -0.610352,falling
A, 1223310, 0.146362, 0.982056, 0.285034, -1.281738, -0.976563, 0.183106,falling
B, 836875, -0.048706, 0.740356, -0.677612, -0.366211, -0.610352, -0.366211,falling
A, 1223330, 0.146118, 0.976074, 0.285400, -0.366211, -1.037598, -0.366211,falling
A, 1223350, 0.141846, 0.959961, 0.280518, 0.244141, -1.159668, -0.244141,falling
A, 1223370, 0.141968, 0.961182, 0.278687, -0.488281, -1.037598, 0.061035,falling
A, 1223390, 0.144409, 0.971069, 0.282959, -1.159668, -0.915528, 0.061035,falling
A, 1223410, 0.145996, 0.974243, 0.287109, -0.732422, -0.976563, -0.122070,falling
A, 1223430, 0.144653, 0.970581, 0.283081, -0.122070, -1.037598, -0.183106,falling
A, 1223450, 0.144409, 0.966187, 0.280640, -0.305176, -1.098633, -0.122070,falling
B, 836895, -0.046631, 0.735962, -0.680542, 0.610352, -0.427246, -0.061035,falling
B, 836915, -0.045776, 0.732422, -0.684692, 0.366211, -0.549316, -0.183106,falling
B, 836935, -0.046265, 0.732422, -0.684448, -0.610352, -0.671387, -0.488281,falling
B, 836955, -0.046753, 0.736084, -0.681396, -0.732422, -0.671387, -0.488281,falling
B, 836975, -0.047241, 0.736694, -0.680176, 0.061035, -0.610352, -0.244141,falling
B, 836995, -0.046753, 0.734375, -0.681519, 0.366211, -0.488281, -0.183106,falling
B, 837015, -0.046143, 0.733032, -0.683838, -0.366211, -0.610352, -0.366211,falling
A, 1223470, 0.143799, 0.966553, 0.282471, -0.793457, -0.976563, -0.061035,falling
B, 837035, -0.047363, 0.735840, -0.682251, -0.488281, -0.671387, -0.427246,falling
A, 1223490, 0.143921, 0.970581, 0.284790, -0.793457, -1.037598, -0.061035,falling
B, 837055, -0.047485, 0.736694, -0.681396, -0.061035, -0.549316, -0.305176,falling
A, 1223510, 0.145386, 0.970825, 0.282837, -0.305176, -1.037598, -0.122070,falling
B, 837075, -0.046509, 0.734375, -0.682739, 0.122070, -0.549316, -0.244141,falling
A, 1223530, 0.144409, 0.967285, 0.282349, -0.427246, -1.037598, -0.122070,falling
B, 837095, -0.046021, 0.733154, -0.683350, -0.122070, -0.610352, -0.366211,falling
A, 1223550, 0.143555, 0.966431, 0.283203, -0.671387, -0.976563, -0.061035,falling
B, 837115, -0.046753, 0.734009, -0.682617, -0.366211, -0.610352, -0.366211,falling
A, 1223570, 0.144409, 0.969482, 0.283691, -0.610352, -0.976563, -0.061035,falling
B, 837135, -0.047485, 0.735352, -0.681396, -0.061035, -0.610352, -0.305176,falling
A, 1223590, 0.145020, 0.970337, 0.283203, -0.488281, -1.037598, -0.061035,falling
B, 837155, -0.047119, 0.734375, -0.682739, -0.061035, -0.549316, -0.305176,falling
A, 1223610, 0.144653, 0.970215, 0.283325, -0.488281, -1.037598, -0.122070,falling
B, 837175, -0.046753, 0.734253, -0.683228, -0.183106, -0.549316, -0.366211,falling
A, 1223630, 0.143433, 0.968262, 0.283325, -0.549316, -1.037598, -0.122070,falling
B, 837195, -0.046631, 0.734497, -0.682617, -0.305176, -0.610352, -0.366211,falling
A, 1223650, 0.144043, 0.967896, 0.283569, -0.549316, -1.037598, -0.061035,falling
B, 837215, -0.047363, 0.734863, -0.682129, -0.183106, -0.610352, -0.366211,falling
A, 1223670, 0.144531, 0.969727, 0.283447, -0.488281, -1.037598, -0.122070,falling
B, 837235, -0.047485, 0.734497, -0.681519, -0.183106, -0.610352, -0.366211,falling
A, 1223690, 0.145020, 0.970093, 0.283203, -0.549316, -0.976563, -0.061035,falling
B, 837255, -0.046997, 0.734375, -0.681763, -0.183106, -0.610352, -0.366211,falling
A, 1223710, 0.144165, 0.968506, 0.283081, -0.549316, -1.037598, -0.122070,falling
B, 837275, -0.047241, 0.734863, -0.682129, -0.183106, -0.610352, -0.305176,falling
A, 1223730, 0.145020, 0.968872, 0.283325, -0.549316, -1.037598, -0.061035,falling
B, 837295, -0.046997, 0.734375, -0.682373, -0.122070, -0.549316, -0.305176,falling
B, 837315, -0.046265, 0.734131, -0.681763, -0.122070, -0.610352, -0.366211,falling
A, 1223750, 0.144653, 0.969360, 0.283081, -0.549316, -1.037598, -0.061035,falling
B, 837335, -0.046509, 0.734131, -0.682129, -0.183106, -0.610352, -0.305176,falling
A, 1223770, 0.144287, 0.969238, 0.283569, -0.549316, -0.976563, -0.122070,falling
A, 1223790, 0.144531, 0.968506, 0.283203, -0.488281, -1.037598, -0.122070,falling
B, 837355, -0.046753, 0.733887, -0.682129, -0.122070, -0.549316, -0.366211,falling
A, 1223810, 0.144165, 0.968628, 0.283447, -0.549316, -1.037598, -0.061035,falling
B, 837375, -0.046997, 0.734863, -0.682007, -0.122070, -0.610352, -0.305176,falling
B, 837395, -0.046997, 0.735107, -0.682861, -0.183106, -0.610352, -0.305176,falling
B, 837415, -0.046753, 0.733765, -0.682129, -0.122070, -0.610352, -0.366211,falling
A, 1223830, 0.144409, 0.968994, 0.283325, -0.488281, -0.976563, -0.061035,falling
A, 1223850, 0.145264, 0.968994, 0.283081, -0.549316, -1.037598, -0.122070,falling
A, 1223870, 0.144775, 0.969116, 0.283325, -0.488281, -1.037598, -0.122070,falling
B, 837435, -0.047241, 0.734619, -0.681885, -0.183106, -0.610352, -0.305176,falling
