Device,timestamp,ax,ay,az,gx,gy,gz,activity
A, 1239691, -0.915894, 0.440063, 0.185669, -6.225588, -6.408693, -10.375977,falling
B, 853255, -0.917603, -0.121338, -0.378174, -0.671387, -14.160160, -2.502441,falling
A, 1239711, -0.918945, 0.415039, 0.214355, -7.995607, -5.432129, -11.291508,falling
B, 853275, -0.928101, -0.108887, -0.357300, -1.525879, -15.502934, -4.577637,falling
A, 1239731, -0.918823, 0.400146, 0.239014, -8.422852, -4.394531, -12.695316,falling
B, 853295, -0.929688, -0.104248, -0.358765, 0.000000, -15.502934, -5.065918,falling
A, 1239751, -0.915039, 0.402832, 0.245972, -5.981447, -4.150391, -13.916019,falling
B, 853315, -0.934570, -0.097412, -0.347168, 4.150391, -14.587406, -4.882813,falling
A, 1239771, -0.917725, 0.382446, 0.256958, -1.403809, -4.333496, -15.441898,falling
B, 853335, -0.934082, -0.108398, -0.333984, 9.460449, -13.183598, -3.784181,falling
A, 1239791, -0.925171, 0.343018, 0.248413, 4.638672, -4.699707, -16.784668,falling
B, 853355, -0.929688, -0.133911, -0.326416, 13.793949, -12.146000, -3.051759,falling
A, 1239811, -0.935303, 0.293823, 0.225220, 6.958010, -4.638672, -17.272949,falling
B, 853375, -0.931396, -0.141602, -0.317261, 12.390141, -12.939457, -4.638672,falling
A, 1239831, -0.939575, 0.269409, 0.220093, 2.685547, -3.356935, -17.028809,falling
B, 853395, -0.937744, -0.138794, -0.297485, 7.934572, -14.404301, -6.896975,falling
A, 1239851, -0.938110, 0.268433, 0.231323, -1.647950, -2.197266, -16.967773,falling
B, 853415, -0.941040, -0.168091, -0.266724, 7.995607, -14.282230, -7.568361,falling
A, 1239871, -0.939209, 0.253662, 0.245117, -1.037598, -1.708985, -17.883301,falling
B, 853435, -0.943237, -0.181519, -0.246338, 9.094238, -13.916019, -8.300781,falling
A, 1239891, -0.947144, 0.213623, 0.268677, 0.793457, -1.220703, -18.310547,falling
B, 853455, -0.947632, -0.162476, -0.251709, 7.690432, -14.404301, -9.765625,falling
A, 1239911, -0.947876, 0.201782, 0.267456, -0.061035, 0.366211, -18.310547,falling
B, 853475, -0.953857, -0.141235, -0.257324, 8.789063, -13.427738, -9.948730,falling
A, 1239931, -0.953003, 0.166626, 0.271240, 1.831055, 0.549316, -18.859863,falling
B, 853495, -0.960327, -0.161255, -0.218018, 11.352543, -11.840824, -9.399414,falling
A, 1239951, -0.965698, 0.099365, 0.297485, 2.441406, 1.281738, -18.493652,falling
B, 853515, -0.958374, -0.191284, -0.195068, 11.108402, -11.352543, -10.070801,falling
A, 1239971, -0.971680, 0.067993, 0.304321, 3.723145, 2.136230, -17.700195,falling
B, 853535, -0.960083, -0.188354, -0.199707, 11.657719, -10.131836, -11.230473,falling
A, 1239991, -0.972778, 0.073730, 0.309204, 4.699707, 3.112794, -17.272949,falling
B, 853555, -0.960449, -0.185303, -0.199341, 13.793949, -8.605957, -10.559082,falling
A, 1240011, -0.969971, 0.083130, 0.257813, 7.385256, 3.540040, -16.784668,falling
B, 853575, -0.958862, -0.198608, -0.188721, 17.150879, -6.713869, -9.887695,falling
A, 1240031, -0.973267, 0.075684, 0.241089, 10.803223, 3.051759, -16.906738,falling
B, 853595, -0.950562, -0.223022, -0.192749, 18.371582, -5.737307, -9.460449,falling
A, 1240051, -0.976807, 0.071655, 0.237793, 11.962894, 3.601075, -16.540527,falling
