Device,timestamp,ax,ay,az,gx,gy,gz,activity
B, 80675, -0.936401, -0.018066, -0.328735, -2.624512, 7.690432, 3.784181,falling
A, 1525531, -0.999023, 0.092041, 0.083984, 0.122070, 5.004883, 7.934572,falling
B, 80695, -0.927124, -0.010986, -0.353394, -2.685547, 8.117676, 4.394531,falling
A, 1525551, -0.996338, 0.119751, 0.044800, 0.488281, 5.004883, 8.544922,falling
B, 80715, -0.916870, -0.003052, -0.377930, -2.502441, 8.239746, 5.065918,falling
A, 1525571, -0.991455, 0.152344, 0.005371, 1.037598, 4.760742, 9.094238,falling
B, 80735, -0.907837, 0.008667, -0.399292, -2.197266, 8.178711, 5.676271,falling
A, 1525591, -0.987549, 0.185791, -0.027954, 1.525879, 4.211426, 9.399414,falling
B, 80755, -0.895020, 0.017212, -0.429565, -1.403809, 7.507326, 6.591799,falling
A, 1525611, -0.983643, 0.229248, -0.081787, 2.929688, 2.990724, 9.338379,falling
B, 80775, -0.886597, 0.020508, -0.451904, -0.305176, 6.835939, 7.385256,falling
A, 1525631, -0.982300, 0.244141, -0.117676, 4.211426, 1.831055, 9.094238,falling
B, 80795, -0.878662, 0.020264, -0.469604, 0.366211, 5.920412, 7.995607,falling
A, 1525651, -0.982544, 0.250244, -0.144653, 3.967286, 0.793457, 9.094238,falling
B, 80815, -0.875244, 0.022217, -0.478638, -0.183106, 4.882813, 8.178711,falling
A, 1525671, -0.980591, 0.260254, -0.159546, 2.929688, -0.244141, 9.155273,falling
B, 80835, -0.871216, 0.026245, -0.485718, -1.647950, 3.845216, 7.995607,falling
A, 1525691, -0.978882, 0.275391, -0.160400, 0.610352, -0.915528, 9.155273,falling
B, 80855, -0.870361, 0.032715, -0.487671, -3.051759, 2.685547, 7.751467,falling
A, 1525711, -0.975952, 0.288330, -0.154175, -0.610352, -1.892090, 9.033203,falling
B, 80875, -0.872314, 0.041138, -0.481323, -4.272461, 1.037598, 7.690432,falling
A, 1525731, -0.972168, 0.292114, -0.130859, -1.647950, -2.807618, 8.728027,falling
B, 80895, -0.877563, 0.050903, -0.468628, -5.310059, 0.122070, 7.446291,falling
A, 1525751, -0.969971, 0.296265, -0.105103, -2.807618, -3.479005, 8.483887,falling
B, 80915, -0.883057, 0.065308, -0.455688, -5.126953, -0.732422, 7.629396,falling
A, 1525771, -0.968872, 0.294678, -0.076538, -2.380371, -4.455566, 8.178711,falling
B, 80935, -0.884644, 0.072510, -0.447021, -4.333496, -1.403809, 8.056641,falling
A, 1525791, -0.969360, 0.277710, -0.034180, -1.098633, -5.493164, 7.812502,falling
B, 80955, -0.888428, 0.074463, -0.437866, -3.234864, -1.953125, 8.544922,falling
A, 1525811, -0.970337, 0.266479, -0.027466, 0.976563, -6.469728, 7.690432,falling
B, 80975, -0.891113, 0.070679, -0.429443, -1.525879, -2.441406, 9.399414,falling
A, 1525831, -0.972534, 0.247681, -0.016846, 1.586915, -7.019045, 7.812502,falling
B, 80995, -0.896240, 0.059204, -0.420410, -1.647950, -2.746582, 9.643555,falling
A, 1525851, -0.973267, 0.236816, -0.005005, 0.122070, -7.080080, 8.117676,falling
B, 81015, -0.900269, 0.053345, -0.408691, -3.356935, -3.051759, 9.521484,falling
A, 1525871, -0.972534, 0.236694, -0.000610, -0.549316, -7.202150, 8.300781,falling
B, 81035, -0.900391, 0.051636, -0.407593, -3.540040, -3.234864, 9.826660,falling
A, 1525891, -0.973022, 0.227295, 0.007813, -0.732422, -7.507326, 8.422852,falling
B, 81055, -0.901978, 0.056030, -0.400879, -4.333496, -3.295899, 9.948730,falling
A, 1525911, -0.974121, 0.214722, 0.020996, -1.708985, -7.568361, 8.911133,falling
B, 81075, -0.904785, 0.066772, -0.391235, -5.371094, -3.356935, 10.009766,falling
A, 1525931, -0.972290, 0.211914, 0.032471, -2.502441, -7.568361, 9.521484,falling
B, 81095, -0.904907, 0.075439, -0.387451, -5.737307, -3.295899, 10.437012,falling
A, 1525951, -0.970947, 0.212036, 0.046631, -2.380371, -7.812502, 10.009766,falling
B, 81115, -0.905762, 0.075195, -0.385620, -5.310059, -3.234864, 11.047363,falling
A, 1525971, -0.968506, 0.213257, 0.064575, -1.464844, -7.995607, 10.742188,falling
B, 81135, -0.908203, 0.075439, -0.378174, -5.065918, -3.112794, 11.657719,falling
A, 1525991, -0.965942, 0.216064, 0.069336, -1.525879, -7.995607, 11.230473,falling
B, 81155, -0.911377, 0.078491, -0.364380, -6.103518, -2.807618, 11.962894,falling
